Player ID,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty
,Grady Jackson,31,GNB,LDT,10,10,0,0,0,0,2.0,0,0,0,0,0,1.0,23.0,17.0,6.0,3.0,0
,Mike McKenzie,28,NOR,LCB,10,10,5,19,0,14,11.0,0,0,0,0,0,0.0,33.0,31.0,2.0,0.0,0
,Duce Staley,29,PIT,RB,10,10,0,0,0,0,0.0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Jerome Woods,31,KAN,FS,10,10,0,0,0,0,1.0,1,0,0,0,0,1.0,42.0,36.0,6.0,2.0,0
,Anquan Boldin,24,ARI,WR,10,9,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Mike Doss,23,IND,SS,10,9,2,32,0,32,2.0,3,0,0,0,0,1.0,49.0,42.0,7.0,3.0,0
,Barrett Green,27,NYG,RLB,10,9,0,0,0,0,3.0,2,0,2,16,1,0.0,39.0,26.0,13.0,0.0,0
,DeAngelo Hall,21,ATL,LCB,10,9,2,50,1,48,6.0,1,0,0,0,0,0.5,36.0,29.0,7.0,0.0,0
,Travis Taylor,26,BAL,WR,10,9,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Kurt Warner,33,NYG,QB,10,9,0,0,0,0,0.0,0,12,1,-3,0,0.0,0.0,0.0,0.0,0.0,0
,Jason Webster,27,ATL,RCB,10,9,1,18,0,18,10.0,1,0,0,0,0,0.0,41.0,39.0,2.0,1.0,0
,Billy Volek,28,TEN,QB,10,8,0,0,0,0,0.0,0,6,3,0,0,0.0,0.0,0.0,0.0,0.0,0
,Joey Galloway,33,TAM,WR,10,7,0,0,0,0,0.0,0,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0
,Jason Simmons,28,HOU,FS,10,6,1,0,0,0,3.0,1,0,0,0,0,0.0,41.0,35.0,6.0,0.0,0
,Travis Henry,26,BUF,RB,10,5,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Darnell Dinkins,27,BAL,TE,10,4,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Bobby Gray,26,CHI,DB,10,4,1,31,0,31,1.0,0,0,0,0,0,0.0,25.0,19.0,6.0,3.0,0
,Solomon Bates,22,SEA,LB,10,3,0,0,0,0,2.0,0,0,0,0,0,0.0,34.0,22.0,12.0,1.0,0
,Tommy Kelly,24,OAK,DE,10,3,0,0,0,0,1.0,3,0,1,0,0,4.0,21.0,17.0,4.0,2.0,0
,Mewelde Moore,22,MIN,RB,10,3,0,0,0,0,0.0,0,0,1,0,0,0.0,2.0,2.0,0.0,0.0,0
,Lee Suggs,24,CLE,RB,10,3,0,0,0,0,0.0,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Adrian Dingle,27,SDG,DE,10,2,1,1,0,1,1.0,0,0,0,0,0,1.0,6.0,3.0,3.0,2.0,0
,Will Heller,23,TAM,TE,10,2,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Michael Lehan,25,CLE,DB,10,2,0,0,0,0,1.0,0,0,0,0,0,0.0,18.0,12.0,6.0,0.0,0
,Carl Powell,30,CIN,DE,10,2,1,-2,0,-2,1.0,1,0,0,0,0,2.0,22.0,16.0,6.0,2.0,0
,Tracy White,23,SEA,LB,10,2,0,0,0,0,0.0,0,0,0,0,0,1.0,39.0,30.0,9.0,0.0,0
,Andre Woolfolk,24,TEN,DB,10,2,1,25,0,25,6.0,0,0,0,0,0,0.0,49.0,42.0,7.0,0.0,0
,Justin Bannan,25,BUF,DT,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Mike Cloud,29,NYG,RB,10,0,0,0,0,0,0.0,0,0,1,0,0,0.0,3.0,3.0,0.0,0.0,0
,Terrance Copper,22,DAL,WR,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,11.0,1.0,0.0,0
,Torrie Cox,24,TAM,DB,10,0,1,55,1,55,1.0,0,0,1,0,0,0.0,16.0,14.0,2.0,1.0,0
,Jason Glenn,25,NYJ,LB,10,0,0,0,0,0,0.0,0,0,2,2,0,0.0,10.0,7.0,3.0,0.0,0
,Eddie Jackson,24,CAR,DB,10,0,0,0,0,0,3.0,0,0,0,0,0,0.0,13.0,12.0,1.0,0.0,0
,Frisman Jackson,25,CLE,WR,10,0,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Triandos Luke,23,DEN,WR,10,0,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Juqua Parker,26,TEN,DE,10,0,0,0,0,0,0.0,1,0,1,0,0,0.0,7.0,6.0,1.0,0.0,0
,Derrick Ransom,28,JAX,DT,10,0,0,0,0,0,0.0,0,0,0,0,0,0.5,8.0,4.0,4.0,0.0,0
,Micah Ross,28,CAR,WR,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Bobby Taylor,31,SEA,DB,10,0,0,0,0,0,2.0,1,0,0,0,0,0.0,13.0,11.0,2.0,0.0,0
,Chris Young,24,DEN,DB,10,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Deion Branch,25,NWE,WR,9,9,0,0,0,0,0.0,0,1,1,-1,0,0.0,0.0,0.0,0.0,0.0,0
,Mark Brunell,34,WAS,QB,9,9,0,0,0,0,0.0,0,6,2,-6,0,0.0,,,,,0
,DeLawrence Grant,25,OAK,LLB,9,9,0,0,0,0,1.0,0,0,0,0,0,2.0,20.0,14.0,6.0,3.0,0
,Jermaine Phillips,25,TAM,FS,9,9,1,0,0,0,4.0,0,0,0,0,0,1.0,46.0,34.0,12.0,4.0,0
,Tim Rattay,27,SFO,QB,9,9,0,0,0,0,0.0,0,11,2,-8,0,0.0,0.0,0.0,0.0,0.0,0
,Izell Reese,30,BUF,FS,9,9,1,33,0,33,1.0,0,0,0,0,0,0.0,36.0,18.0,18.0,0.0,0
,Brian Urlacher,26,CHI,MLB,9,9,1,42,0,42,7.0,2,0,0,0,0,5.5,72.0,54.0,18.0,9.0,0
,Tank Williams,24,TEN,SS,9,9,1,13,0,13,1.0,1,0,1,28,0,1.0,52.0,41.0,11.0,0.0,0
,Grant Wistrom,28,SEA,RDE,9,9,0,0,0,0,4.0,1,0,1,0,0,3.5,38.0,27.0,11.0,6.0,0
,Spencer Johnson,23,MIN,LDT,9,7,0,0,0,0,1.0,0,1,0,0,0,1.0,40.0,29.0,11.0,3.0,0
,Eli Manning,23,NYG,QB,9,7,0,0,0,0,0.0,0,3,0,-9,0,0.0,,,,,0
,Patrick Ramsey,25,WAS,QB,9,7,0,0,0,0,0.0,0,6,1,-5,0,0.0,0.0,0.0,0.0,0.0,0
,Nate Wayne,29,PHI,LLB,9,7,0,0,0,0,1.0,2,0,0,0,0,1.0,30.0,23.0,7.0,1.0,0
,Ashley Ambrose,34,NOR,LCB,9,6,3,19,0,19,9.0,1,0,1,40,0,0.0,26.0,23.0,3.0,0.0,0
,Sedrick Hodge,26,NOR,LLB,9,6,0,0,0,0,2.0,0,0,0,0,0,0.0,25.0,18.0,7.0,1.0,0
,Jimmy Kennedy,25,STL,RDT,9,5,0,0,0,0,0.0,0,0,0,0,0,0.0,19.0,14.0,5.0,6.0,0
,Sam Williams,24,OAK,DE,9,4,0,0,0,0,3.0,0,0,0,0,0,0.0,27.0,22.0,5.0,1.0,0
,Vonnie Holliday,29,KAN,DE,9,3,0,0,0,0,3.0,0,0,0,0,0,0.0,13.0,12.0,1.0,4.0,0
,Joe Jefferson,24,IND,DB,9,3,1,0,0,0,3.0,2,0,0,0,0,0.0,32.0,27.0,5.0,0.0,0
,David Martin,25,GNB,TE,9,3,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Sam Cowart,29,NYJ,LB,9,2,0,0,0,0,0.0,1,0,0,0,0,0.0,26.0,21.0,5.0,2.0,0
,Maurice Hicks,26,SFO,RB,9,2,0,0,0,0,0.0,0,3,2,0,0,0.0,6.0,5.0,1.0,0.0,0
,Earthwind Moreland,27,NWE,DB,9,2,0,0,0,0,0.0,0,0,1,0,0,0.0,17.0,15.0,2.0,1.0,0
,Artose Pinner,26,DET,RB,9,2,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Deion Sanders,37,BAL,DB,9,2,3,87,1,48,5.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0
,James Lee,24,GNB,DT,9,1,0,0,0,0,0.0,0,0,0,0,0,1.0,9.0,7.0,2.0,0.0,0
,Jamar Martin,24,MIA,FB,9,1,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Nate Poole,27,ARI,WR,9,1,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Rabih Abdullah,29,NWE,RB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,6.0,1.0,0.0,0
,Richard Alston,24,CLE,WR,9,0,0,0,0,0,0.0,0,2,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Jason Bell,26,HOU,DB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Sam Brandon,25,DEN,DB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,8.0,3.0,0.0,0
,Khary Campbell,25,WAS,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,13.0,12.0,1.0,0.0,0
,Tyrone Carter,28,PIT,DB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,10.0,2.0,1.0,0
,Erik Flowers,26,STL,DE,9,0,0,0,0,0,0.0,0,1,0,0,0,1.0,13.0,10.0,3.0,1.0,0
,Jason Gildon,32,JAX,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,3.0,12.0,11.0,1.0,3.0,0
,Roderick Green,22,BAL,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0
,Jermaine Lewis,30,JAX,WR,9,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Torrance Marshall,27,GNB,LB,9,0,0,0,0,0,0.0,0,0,1,0,0,0.0,11.0,10.0,1.0,0.0,0
,Zeke Moreno,26,SDG,LB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,12.0,9.0,3.0,0.0,0
,Kenny Peterson,26,GNB,DE,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,9.0,2.0,2.0,0
,Derek Ross,24,MIN,DB,9,0,0,0,0,0,1.0,0,0,0,0,0,0.0,13.0,13.0,0.0,0.0,0
,Brad Scioli,28,IND,DE,9,0,0,0,0,0,0.0,1,0,0,0,0,2.0,12.0,7.0,5.0,2.0,0
,Jonathan Smith,23,BUF,WR,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Musa Smith,22,BAL,RB,9,0,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,11.0,0.0,0.0,0
,Larry Stevens,22,CIN,LB,9,0,0,0,0,0,0.0,0,0,1,0,0,0.0,13.0,6.0,7.0,0.0,0
,Shawn Barber,29,KAN,RLB,8,8,1,10,0,10,3.0,1,0,0,0,0,1.0,34.0,29.0,5.0,4.0,0
,Priest Holmes,31,KAN,RB,8,8,0,0,0,0,0.0,0,4,0,0,0,0.0,,,,,0
,Anthony McFarland,27,TAM,LDT,8,8,0,0,0,0,0.0,1,0,1,0,0,3.0,12.0,10.0,2.0,5.0,0
,Steve McNair,31,TEN,QB,8,8,0,0,0,0,0.0,0,5,1,0,0,0.0,,,,,0
,Derrick Rodgers,33,NOR,RLB,8,8,0,0,0,0,3.0,1,0,0,0,0,0.0,55.0,44.0,11.0,2.0,0
,Junior Seau,35,MIA,LLB,8,8,0,0,0,0,1.0,0,0,1,0,0,1.0,57.0,31.0,26.0,5.0,0
,Michael Strahan,33,NYG,LDE,8,8,0,0,0,0,0.0,1,0,3,0,0,4.0,35.0,25.0,10.0,5.0,0
,John Wade,29,TAM,C,8,8,0,0,0,0,0.0,0,1,0,-2,0,0.0,0.0,0.0,0.0,0.0,0
,Keith Washington,32,NYG,RDE,8,8,0,0,0,0,0.0,1,0,0,0,0,1.0,17.0,12.0,5.0,0.0,0
,Ken Dorsey,23,SFO,QB,8,7,0,0,0,0,0.0,0,5,1,-3,0,0.0,0.0,0.0,0.0,0.0,0
,Jay Fiedler,33,MIA,QB,8,7,0,0,0,0,0.0,0,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Julius Jones,23,DAL,RB,8,7,0,0,0,0,0.0,0,3,0,0,0,0.0,,,,,0
,Charles Tillman,23,CHI,LCB,8,7,0,0,0,0,5.0,1,0,1,4,0,0.0,45.0,37.0,8.0,3.0,0
,Gibril Wilson,23,NYG,SS,8,7,3,39,0,39,5.0,1,0,0,0,0,3.0,56.0,49.0,7.0,4.0,0
,Tom Nutten,33,STL,LG,8,6,0,0,0,0,,0,0,1,0,0,0.0,,,,,0
,Blaine Saipaia,26,STL,RT,8,5,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Travian Smith,29,OAK,LB,8,4,0,0,0,0,2.0,0,0,1,0,0,0.0,43.0,32.0,11.0,2.0,0
,Curry Burns,23,NYG,DB,8,2,1,12,0,12,1.0,0,0,0,0,0,0.0,30.0,25.0,5.0,3.0,0
,Marc Colombo,26,CHI,T,8,2,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Chris Cooper,27,SFO,DT,8,2,0,0,0,0,0.0,0,0,0,0,0,1.0,15.0,11.0,4.0,3.0,0
,Grant Irons,25,OAK,DE,8,2,0,0,0,0,1.0,0,0,0,0,0,1.0,12.0,10.0,2.0,3.0,0
,Jarrod Baxter,25,HOU,FB,8,1,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Leigh Bodden,23,CLE,DB,8,1,0,0,0,0,0.0,1,0,0,0,0,0.0,27.0,25.0,2.0,0.0,0
,Teyo Johnson,23,OAK,TE,8,1,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Mike Adams,23,SFO,DB,8,0,1,0,0,0,1.0,0,0,1,0,0,0.0,9.0,5.0,4.0,0.0,0
,Brandon Bennett,31,CAR,RB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0
,Jamall Broussard,23,CAR,WR,8,0,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Oliver Celestin,23,NYJ,DB,8,0,0,0,0,0,0.0,1,0,1,0,0,0.0,10.0,10.0,0.0,0.0,0
,Kendrick Clancy,26,PIT,DT,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,1.0,0
,DeVone Claybrooks,27,DAL,DT,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,0.0,2.0,0.0,0
,Jose Cortez,29,MIN,K,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Luther Elliss,31,DEN,DT,8,0,0,0,0,0,0.0,0,0,0,0,0,2.0,7.0,6.0,1.0,3.0,0
,Mike Furrey,27,STL,WR,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Jamaal Green,24,PHI,DE,8,0,0,0,0,0,0.0,0,0,0,0,0,1.0,2.0,2.0,0.0,1.0,0
,John Hall,30,WAS,K,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0
,Kevin Kasper,27,NWE,WR,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Jody Littleton,30,DET,LB,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Don Muhlbach,23,DET,LS,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Brad Pyatt,24,IND,WR,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Kendrick Starling,25,HOU,WR,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0
,Dedric Ward,30,DAL,WR,8,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Willie Whitehead,31,NOR,DE,8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,10.0,6.0,4.0,1.0,0
,Chad Brown,34,SEA,RLB,7,7,0,0,0,0,0.0,1,0,1,15,0,1.0,37.0,26.0,11.0,2.0,0
,Ty Law,30,NWE,LCB,7,7,1,0,0,0,3.0,0,0,0,0,0,0.0,28.0,23.0,5.0,0.0,0
,Chad Scott,30,PIT,LCB,7,7,1,23,0,23,7.0,0,0,0,0,0,0.0,29.0,27.0,2.0,1.0,0
,Anthony Simmons,28,SEA,LLB,7,7,1,23,1,23,3.0,1,0,0,0,0,0.0,42.0,30.0,12.0,4.0,0
,Ryan Tucker,29,CLE,RT,7,7,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Troy Vincent,34,BUF,FS,7,7,1,8,0,8,3.0,0,0,1,0,0,1.0,27.0,18.0,9.0,1.0,0
,Rocky Boiman,24,TEN,LLB,7,6,0,0,0,0,1.0,0,0,0,0,0,0.0,19.0,8.0,11.0,1.0,0
,Andre Carter,25,SFO,RDE,7,6,0,0,0,0,1.0,1,0,0,0,0,2.0,10.0,8.0,2.0,3.0,0
,Rogers Beckett,27,CIN,SS,7,5,0,0,0,0,1.0,0,0,0,0,0,0.0,19.0,14.0,5.0,1.0,0
,Johnathan Sullivan,23,NOR,DT,7,4,0,0,0,0,0.0,0,0,0,0,0,0.5,15.0,11.0,4.0,0.0,0
,Quincy Carter,27,NYJ,QB,7,3,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Charles Lee,27,TAM,WR,7,3,0,0,0,0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0
,Raonall Smith,26,MIN,LB,7,3,1,19,0,19,2.0,0,0,0,0,0,0.0,27.0,22.0,5.0,1.0,0
,Andrew Williams,25,SFO,DE,7,3,0,0,0,0,1.0,0,0,0,0,0,0.0,11.0,9.0,2.0,1.0,0
,Richard Owens,24,MIN,TE,7,2,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Bill Schroeder,33,TAM,WR,7,2,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Alex Bannister,25,SEA,WR,7,1,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,6.0,0.0,0.0,0
,Drew Henson,24,DAL,QB,7,1,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Rayshun Reed,23,SFO,DB,7,1,0,0,0,0,0.0,1,0,0,0,0,0.0,7.0,7.0,0.0,0.0,0
,Jerheme Urban,24,SEA,WR,7,1,0,0,0,0,0.0,0,1,0,0,0,0.0,2.0,1.0,1.0,0.0,0
,Lenny Walls,25,DEN,DB,7,1,0,0,0,0,2.0,0,0,0,0,0,0.0,23.0,22.0,1.0,2.0,0
,Tony Bua,24,MIA,LB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Greg Comella,29,TAM,FB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Aaron Elling,26,MIN,K,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,,0
,Brock Forsey,24,MIA,RB,7,0,0,0,0,0,0.0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Tony Hollings,23,HOU,RB,7,0,0,0,0,0,0.0,0,0,1,0,0,0.0,2.0,2.0,0.0,0.0,0
,Alonzo Jackson,24,PIT,LB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,5.0,3.0,0.0,0
,Justin Lucas,28,STL,DB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,5.0,3.0,0.0,0
,Alfonso Marshall,23,CHI,DB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,4.0,3.0,0.0,0
,Richard Seigler,24,SFO,LB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,3.0,4.0,0.0,0
,Jeff Shoate,23,DEN,DB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0
,Cody Spencer,23,TEN,LB,7,0,0,0,0,0,0.0,0,0,1,0,0,0.0,10.0,9.0,1.0,0.0,0
,Thomas Tapeh,24,PHI,FB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,0.0,0
,Keyon Whiteside,24,IND,LB,7,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Matt Wilhelm,23,SDG,LB,7,0,1,0,0,0,2.0,0,0,0,0,0,0.0,13.0,10.0,3.0,0.0,0
,Reche Caldwell,25,SDG,WR,6,6,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Casey Hampton,27,PIT,NT,6,6,0,0,0,0,0.0,0,0,0,0,0,0.0,15.0,8.0,7.0,2.0,0
,Ahmed Plummer,28,SFO,LCB,6,6,0,0,0,0,7.0,0,0,0,0,0,0.0,22.0,15.0,7.0,0.0,0
,Tony Williams,29,CIN,RDT,6,6,0,0,0,0,0.0,0,0,0,0,0,0.0,16.0,10.0,6.0,1.0,0
,Craig Krenzel,23,CHI,QB,6,5,0,0,0,0,0.0,0,8,1,-11,0,0.0,0.0,0.0,0.0,0.0,0
,Quincy Morgan,27,CLE,WR,6,5,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Quentin Griffin,23,DEN,RB,6,4,0,0,0,0,0.0,0,3,0,0,0,0.0,,,,,0
,Bob Sanders,23,IND,DB,6,4,0,0,0,0,1.0,0,0,2,37,1,0.0,36.0,31.0,5.0,0.0,0
,Leonard Henry,26,MIA,RB,6,2,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Dan Klecko,23,NWE,DT,6,2,0,0,0,0,0.0,0,1,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Casey Cramer,22,CAR,RB-TE,6,1,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Larry Croom,23,ARI,RB,6,1,0,0,0,0,0.0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Chad Eaton,32,DAL,DT,6,1,0,0,0,0,0.0,0,0,0,0,0,0.0,14.0,9.0,5.0,0.0,0
,Dexter Jackson,27,TAM,DB,6,1,0,0,0,0,0.0,1,0,0,0,0,0.0,20.0,18.0,2.0,1.0,0
,Sean Ryan,24,DAL,TE,6,1,0,0,0,0,0.0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0
,Matt Schaub,23,ATL,QB,6,1,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
,Travares Tillman,27,CAR,DB,6,1,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,5.0,1.0,0.0,0
,Scottie Vines,25,DET,WR,6,1,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,1.0,2.0,0.0,0
,Jordan Babineaux,22,SEA,DB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,8.0,7.0,1.0,0.0,0
,Dave Ball,23,SDG,DE,6,0,0,0,0,0,2.0,0,0,0,0,0,0.0,3.0,2.0,1.0,1.0,0
,Jon Bradley,23,TAM,DT,6,0,0,0,0,0,0.0,0,0,0,0,0,1.0,11.0,10.0,1.0,0.0,0
,Chris Clemons,23,WAS,DE,6,0,0,0,0,0,1.0,1,0,0,0,0,3.0,7.0,7.0,0.0,2.0,0
,Aubrayo Franklin,24,BAL,DT,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,2.0,0.0,0.0,0
,Amon Gordon,23,CLE,DT,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,5.0,2.0,0.0,0
,Louis Green,25,DEN,LB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0
,Damian Gregory,27,TAM,DT,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,3.0,0.0,1.0,0
,Donnie Jones,24,SEA,P,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0
,Vonta Leach,23,GNB,RB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0
,Chad Morton,27,WAS,RB,6,0,0,0,0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0
,Shurron Pierson,22,CHI,DE,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,1.0,3.0,0.0,0
,Josh Savage,24,TAM,DE,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Rich Scanlon,24,KAN,LB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3.0,2.0,1.0,0.0,0
,Drew Wahlroos,24,STL,LB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,5.0,5.0,0.0,0.0,0
,Rashad Washington,24,NYJ,DB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,7.0,7.0,0.0,0.0,0
,Ray Wells,24,SFO,LB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.0,0.0,2.0,0.0,0
,Jamel White,27,BAL,RB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,4.0,0.0,0.0,0
,James Whitley,25,GNB,DB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,6.0,6.0,0.0,0.0,0
,Quintin Williams,22,MIA,DB,6,0,0,0,0,0,0.0,0,0,0,0,0,0.0,4.0,3.0,1.0,0.0,0
,Ellis Wyms,25,TAM,DE,6,0,0,0,0,0,1.0,0,0,0,0,0,0.0,11.0,7.0,4.0,1.0,0
,Matt Bowen,28,WAS,SS,5,5,0,0,0,0,0.0,1,0,0,0,0,2.0,23.0,19.0,4.0,1.0,0
,Phillip Daniels,31,WAS,RDE,5,5,0,0,0,0,0.0,0,0,1,0,0,1.0,4.0,4.0,0.0,1.0,0
,Chad Hutchinson,27,CHI,QB,5,5,0,0,0,0,0.0,0,8,2,-11,0,0.0,0.0,0.0,0.0,0.0,0
,Julian Peterson,26,SFO,LLB,5,5,0,0,0,0,2.0,2,1,0,0,0,2.5,27.0,24.0,3.0,6.0,0
,Brandon Whiting,28,SFO,RDE,5,5,0,0,0,0,0.0,0,0,0,0,0,0.0,11.0,8.0,3.0,0.0,0
,Luke McCown,23,CLE,QB,5,4,0,0,0,0,0.0,0,2,1,-12,0,0.0,0.0,0.0,0.0,0.0,0
,Tyrone Poole,32,NWE,DB,5,4,1,21,0,21,3.0,1,1,0,0,0,0.0,14.0,13.0,1.0,0.0,0
,Jonathan Quinn,29,CHI,QB,5,3,0,0,0,0,0.0,0,2,0,0,0,0.0,,,,,0
,Kenderick Allen,26,NYG,DT,5,2,0,0,0,0,0.0,0,0,0,0,0,1.0,20.0,17.0,3.0,2.0,0
,Steve Bush,30,SFO,TE,5,2,0,0,0,0,0.0,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0
,Chris Chandler,39,STL,QB,5,2,0,0,0,0,0.0,0,1,0,0,0,0.0,,,,,0
